National,Software Engineer,"$86,563.00",1.80%
National,Programmer Analyst,"$69,129.00",0.50%
National,Consultant,"$73,408.00",1.80%
National,Project Manager,"$72,583.00",-0.60%
National,Store Manager,"$48,920.00",1.80%
National,Business Analyst,"$65,004.00",0.70%
National,Cashier,"$28,017.00",4.90%
National,Financial Analyst,"$63,367.00",2.10%
National,Administrative Assistant,"$39,430.00",1.90%
National,Accountant,"$56,398.00",2.40%
National,Sales Representative,"$47,542.00",1.00%
National,Professor,"$87,664.00",-0.10%
National,Registered Nurse,"$67,222.00",1.30%
National,Marketing Manager,"$68,526.00",1.40%
National,Operations Manager,"$67,502.00",0.40%
National,Product Manager,"$92,843.00",2.20%
National,Sales Manager,"$62,233.00",2.40%
National,Teacher,"$46,746.00",2.80%
National,Bank Teller,"$31,108.00",8.10%
National,Customer Service Manager,"$55,717.00",3.10%
National,Physical Therapist,"$72,080.00",-2.30%
National,Mechanical Engineer,"$74,739.00",3.00%
National,Recruiter,"$51,640.00",1.90%
National,Design Engineer,"$72,261.00",5.50%
National,Pharmacy Technician,"$30,780.00",2.30%
National,Graphic Designer,"$45,346.00",2.80%
National,Web Developer,"$66,558.00",4.20%
National,Business Development Manager,"$69,493.00",4.30%
National,Data Scientist,"$94,912.00",-0.20%
National,Buyer,"$58,369.00",2.30%
National,Data Analyst,"$60,374.00",1.90%
National,Electrical Engineer,"$77,717.00",1.60%
National,Attorney,"$98,208.00",1.70%
National,Human Resources Manager,"$68,388.00",1.70%
National,Technician,"$46,112.00",1.90%
National,Restaurant Cook,"$28,681.00",1.20%
National,Production Manager,"$66,225.00",2.10%
National,Manufacturing Engineer,"$71,813.00",0.50%
National,Retail Key Holder,"$29,746.00",4.90%
National,Paralegal,"$48,667.00",1.50%
National,Java Developer,"$77,096.00",5.00%
National,Warehouse Associate,"$43,961.00",6.80%
National,Property Manager,"$50,923.00",4.30%
National,Producer,"$51,702.00",-2.20%
National,Quality Engineer,"$72,798.00",1.30%
National,Operations Analyst,"$54,226.00",3.20%
National,Medical Assistant,"$35,017.00",4.50%
National,Tax Manager,"$97,213.00",5.10%
National,Technical Editor,"$54,556.00",1.60%
National,Truck Driver,"$54,659.00",7.30%
National,Insurance Agent,"$42,112.00",1.50%
National,Medical Technologist,"$54,224.00",2.30%
National,Field Engineer,"$70,723.00",2.10%
National,Machine Operator,"$38,464.00",1.70%
National,Communications Manager,"$66,321.00",-0.70%
National,Construction Laborer,"$39,857.00",2.90%
National,Emergency Medical Technician,"$34,665.00",2.50%
National,Web Designer,"$50,738.00",-0.80%
National,Maintenance Worker,"$42,846.00",1.40%
National,Barista,"$24,358.00",3.50%
National,Bartender,"$33,499.00",4.60%
National,Civil Engineer,"$67,899.00",0.90%
National,Claims Adjuster,"$53,669.00",3.60%
National,Certified Nursing Assistant,"$29,030.00",3.60%
National,Customer Service Representative,"$37,029.00",2.30%
National,Delivery Driver,"$38,594.00",2.00%
National,Financial Advisor,"$54,577.00",4.60%
National,Licensed Practical Nurse,"$42,416.00",2.40%
National,Loan Officer,"$43,988.00",-3.30%
National,Maintenance Technician,"$45,133.00",3.50%
National,Material Handler,"$36,179.00",5.10%
National,Network Engineer,"$66,257.00",-3.70%
National,Office Manager,"$46,300.00",1.60%
National,Pharmacist,"$128,311.00",3.00%
National,Process Engineer,"$77,839.00",0.30%
National,Program Manager,"$75,711.00",0.80%
National,Research Assistant,"$30,580.00",0.00%
National,Restaurant Manager,"$49,964.00",1.60%
National,Security Officer,"$35,554.00",4.70%
National,Server,"$33,747.00",2.60%
National,Solutions Architect,"$105,070.00",4.10%
National,Systems Engineer,"$79,432.00",1.90%
National,Technical Support,"$45,997.00",3.00%
National,UX Designer,"$77,134.00",-0.10%
Atlanta,Software Engineer,"$84,577.00",1.80%
Atlanta,Programmer Analyst,"$73,849.00",0.50%
Atlanta,Consultant,"$84,297.00",1.70%
Atlanta,Project Manager,"$77,206.00",-0.60%
Atlanta,Store Manager,"$51,320.00",1.70%
Atlanta,Business Analyst,"$72,012.00",0.70%
Atlanta,Cashier,"$26,676.00",4.80%
Atlanta,Financial Analyst,"$65,260.00",2.10%
Atlanta,Administrative Assistant,"$40,858.00",1.80%
Atlanta,Accountant,"$57,276.00",2.40%
Atlanta,Sales Representative,"$50,823.00",1.00%
Atlanta,Professor,"$89,998.00",-0.20%
Atlanta,Registered Nurse,"$65,816.00",1.20%
Atlanta,Marketing Manager,"$76,130.00",1.40%
Atlanta,Operations Manager,"$70,958.00",0.30%
Atlanta,Product Manager,"$99,949.00",2.20%
Atlanta,Sales Manager,"$66,961.00",2.30%
Atlanta,Teacher,"$48,581.00",2.80%
Atlanta,Bank Teller,"$32,316.00",8.00%
Atlanta,Customer Service Manager,"$57,276.00",3.10%
Atlanta,Physical Therapist,"$73,022.00",-2.40%
Atlanta,Mechanical Engineer,"$73,872.00",3.00%
Atlanta,Recruiter,"$53,263.00",1.90%
Atlanta,Design Engineer,"$72,947.00",5.40%
Atlanta,Pharmacy Technician,"$29,460.00",2.30%
Atlanta,Graphic Designer,"$51,056.00",2.80%
Atlanta,Web Developer,"$77,129.00",4.10%
Atlanta,Business Development Manager,"$75,202.00",4.20%
Atlanta,Data Scientist,"$98,512.00",-0.30%
Atlanta,Buyer,"$58,833.00",2.20%
Atlanta,Data Analyst,"$65,350.00",1.90%
Atlanta,Electrical Engineer,"$76,933.00",1.50%
Atlanta,Attorney,"$104,408.00",1.60%
Atlanta,Human Resources Manager,"$74,705.00",1.70%
Atlanta,Technician,"$46,011.00",1.90%
Atlanta,Restaurant Cook,"$27,095.00",1.20%
Atlanta,Production Manager,"$67,584.00",2.10%
Atlanta,Manufacturing Engineer,"$72,278.00",0.40%
Atlanta,Retail Key Holder,"$29,857.00",4.90%
Atlanta,Paralegal,"$54,006.00",1.40%
Atlanta,Java Developer,"$79,675.00",5.00%
Atlanta,Warehouse Associate,"$43,256.00",6.80%
Atlanta,Property Manager,"$54,270.00",4.30%
Atlanta,Producer,"$60,239.00",-2.30%
Atlanta,Quality Engineer,"$71,051.00",1.20%
Atlanta,Operations Analyst,"$57,175.00",3.10%
Atlanta,Medical Assistant,"$35,687.00",4.40%
Atlanta,Tax Manager,"$102,814.00",5.10%
Atlanta,Technical Editor,"$56,270.00",1.50%
Atlanta,Truck Driver,"$53,263.00",7.20%
Atlanta,Insurance Agent,"$38,975.00",1.40%
Atlanta,Medical Technologist,"$57,851.00",2.20%
Atlanta,Field Engineer,"$67,323.00",2.10%
Atlanta,Machine Operator,"$36,684.00",1.60%
Atlanta,Communications Manager,"$71,049.00",-0.70%
Atlanta,Construction Laborer,"$36,782.00",2.80%
Atlanta,Emergency Medical Technician,"$37,431.00",2.40%
Atlanta,Web Designer,"$58,282.00",-0.80%
Atlanta,Maintenance Worker,"$39,494.00",1.40%
Atlanta,Barista,"$22,435.00",3.50%
Atlanta,Bartender,"$34,508.00",4.50%
Atlanta,Civil Engineer,"$68,150.00",0.80%
Atlanta,Claims Adjuster,"$50,556.00",3.60%
Atlanta,Certified Nursing Assistant,"$26,530.00",3.60%
Atlanta,Customer Service Representative,"$37,744.00",2.20%
Atlanta,Delivery Driver,"$37,154.00",2.00%
Atlanta,Financial Advisor,"$52,107.00",4.50%
Atlanta,Licensed Practical Nurse,"$43,570.00",2.40%
Atlanta,Loan Officer,"$41,517.00",-3.40%
Atlanta,Maintenance Technician,"$47,573.00",3.40%
Atlanta,Material Handler,"$34,454.00",5.00%
Atlanta,Network Engineer,"$70,245.00",-3.80%
Atlanta,Office Manager,"$47,913.00",1.50%
Atlanta,Pharmacist,"$119,585.00",2.90%
Atlanta,Process Engineer,"$77,409.00",0.30%
Atlanta,Program Manager,"$82,907.00",0.80%
Atlanta,Research Assistant,"$31,017.00",-0.10%
Atlanta,Restaurant Manager,"$52,554.00",1.50%
Atlanta,Security Officer,"$33,257.00",4.70%
Atlanta,Server,"$33,129.00",2.50%
Atlanta,Solutions Architect,"$115,046.00",4.00%
Atlanta,Systems Engineer,"$79,157.00",1.90%
Atlanta,Technical Support,"$44,374.00",2.90%
Atlanta,UX Designer,"$83,280.00",-0.20%
New York City,Software Engineer,"$104,146.00",2.40%
New York City,Programmer Analyst,"$82,066.00",1.10%
New York City,Consultant,"$90,747.00",2.40%
New York City,Project Manager,"$85,450.00",0.00%
New York City,Store Manager,"$59,838.00",2.30%
New York City,Business Analyst,"$80,461.00",1.30%
New York City,Cashier,"$29,872.00",5.50%
New York City,Financial Analyst,"$77,443.00",2.70%
New York City,Administrative Assistant,"$49,127.00",2.50%
New York City,Accountant,"$64,090.00",3.00%
New York City,Sales Representative,"$56,179.00",1.60%
New York City,Professor,"$113,731.00",0.40%
New York City,Registered Nurse,"$86,874.00",1.90%
New York City,Marketing Manager,"$84,815.00",2.00%
New York City,Operations Manager,"$78,725.00",0.90%
New York City,Product Manager,"$110,063.00",2.80%
New York City,Sales Manager,"$78,120.00",3.00%
New York City,Teacher,"$64,755.00",3.40%
New York City,Bank Teller,"$34,997.00",8.70%
New York City,Customer Service Manager,"$63,982.00",3.70%
New York City,Physical Therapist,"$78,114.00",-1.80%
New York City,Mechanical Engineer,"$75,816.00",3.60%
New York City,Recruiter,"$63,205.00",2.50%
New York City,Design Engineer,"$80,172.00",6.10%
New York City,Pharmacy Technician,"$30,806.00",2.90%
New York City,Graphic Designer,"$58,905.00",3.40%
New York City,Web Developer,"$86,232.00",4.80%
New York City,Business Development Manager,"$83,633.00",4.90%
New York City,Data Scientist,"$112,252.00",0.40%
New York City,Buyer,"$72,446.00",2.90%
New York City,Data Analyst,"$72,331.00",2.50%
New York City,Electrical Engineer,"$80,330.00",2.20%
New York City,Attorney,"$128,902.00",2.20%
New York City,Human Resources Manager,"$86,939.00",2.30%
New York City,Technician,"$53,147.00",2.50%
New York City,Restaurant Cook,"$31,907.00",1.80%
New York City,Production Manager,"$77,629.00",2.70%
New York City,Manufacturing Engineer,"$74,184.00",1.10%
New York City,Retail Key Holder,"$34,934.00",5.50%
New York City,Paralegal,"$57,438.00",2.10%
New York City,Java Developer,"$88,291.00",5.60%
New York City,Warehouse Associate,"$43,048.00",7.50%
New York City,Property Manager,"$67,161.00",4.90%
New York City,Producer,"$77,113.00",-1.70%
New York City,Quality Engineer,"$78,225.00",1.90%
New York City,Operations Analyst,"$72,097.00",3.80%
New York City,Medical Assistant,"$39,816.00",5.10%
New York City,Tax Manager,"$125,281.00",5.70%
New York City,Technical Editor,"$64,710.00",2.20%
New York City,Truck Driver,"$57,481.00",7.90%
New York City,Insurance Agent,"$42,686.00",2.10%
New York City,Medical Technologist,"$63,096.00",2.90%
New York City,Field Engineer,"$77,097.00",2.70%
New York City,Machine Operator,"$39,664.00",2.30%
New York City,Communications Manager,"$83,032.00",-0.10%
New York City,Construction Laborer,"$47,075.00",3.50%
New York City,Emergency Medical Technician,"$38,668.00",3.10%
New York City,Web Designer,"$64,508.00",-0.20%
New York City,Maintenance Worker,"$42,928.00",2.00%
New York City,Barista,"$27,352.00",4.10%
New York City,Bartender,"$37,520.00",5.20%
New York City,Civil Engineer,"$77,598.00",1.50%
New York City,Claims Adjuster,"$58,983.00",4.20%
New York City,Certified Nursing Assistant,"$37,200.00",4.20%
New York City,Customer Service Representative,"$43,572.00",2.90%
New York City,Delivery Driver,"$39,940.00",2.60%
New York City,Financial Advisor,"$60,729.00",5.20%
New York City,Licensed Practical Nurse,"$53,642.00",3.00%
New York City,Loan Officer,"$44,267.00",-2.80%
New York City,Maintenance Technician,"$47,412.00",4.10%
New York City,Material Handler,"$39,642.00",5.70%
New York City,Network Engineer,"$79,521.00",-3.20%
New York City,Office Manager,"$57,394.00",2.20%
New York City,Pharmacist,"$124,827.00",3.60%
New York City,Process Engineer,"$83,034.00",0.90%
New York City,Program Manager,"$91,649.00",1.40%
New York City,Research Assistant,"$36,862.00",0.50%
New York City,Restaurant Manager,"$61,171.00",2.20%
New York City,Security Officer,"$39,904.00",5.30%
New York City,Server,"$35,466.00",3.10%
New York City,Solutions Architect,"$120,713.00",4.70%
New York City,Systems Engineer,"$87,705.00",2.50%
New York City,Technical Support,"$58,043.00",3.60%
New York City,UX Designer,"$93,691.00",0.50%
Los Angeles,Software Engineer,"$99,127.00",2.60%
Los Angeles,Programmer Analyst,"$80,430.00",1.30%
Los Angeles,Consultant,"$90,264.00",2.60%
Los Angeles,Project Manager,"$83,615.00",0.20%
Los Angeles,Store Manager,"$61,925.00",2.50%
Los Angeles,Business Analyst,"$75,419.00",1.50%
Los Angeles,Cashier,"$31,560.00",5.70%
Los Angeles,Financial Analyst,"$71,752.00",2.90%
Los Angeles,Administrative Assistant,"$47,522.00",2.60%
Los Angeles,Accountant,"$62,100.00",3.20%
Los Angeles,Sales Representative,"$54,900.00",1.80%
Los Angeles,Professor,"$109,965.00",0.60%
Los Angeles,Registered Nurse,"$90,754.00",2.10%
Los Angeles,Marketing Manager,"$85,115.00",2.20%
Los Angeles,Operations Manager,"$77,198.00",1.10%
Los Angeles,Product Manager,"$106,594.00",3.00%
Los Angeles,Sales Manager,"$75,192.00",3.20%
Los Angeles,Teacher,"$61,865.00",3.60%
Los Angeles,Bank Teller,"$33,747.00",8.90%
Los Angeles,Customer Service Manager,"$64,976.00",3.90%
Los Angeles,Physical Therapist,"$88,818.00",-1.60%
Los Angeles,Mechanical Engineer,"$82,963.00",3.80%
Los Angeles,Recruiter,"$61,967.00",2.70%
Los Angeles,Design Engineer,"$85,504.00",6.30%
Los Angeles,Pharmacy Technician,"$37,382.00",3.10%
Los Angeles,Graphic Designer,"$57,852.00",3.60%
Los Angeles,Web Developer,"$82,048.00",5.00%
Los Angeles,Business Development Manager,"$80,287.00",5.10%
Los Angeles,Data Scientist,"$115,100.00",0.60%
Los Angeles,Buyer,"$64,173.00",3.10%
Los Angeles,Data Analyst,"$72,031.00",2.70%
Los Angeles,Electrical Engineer,"$87,481.00",2.40%
Los Angeles,Attorney,"$130,997.00",2.40%
Los Angeles,Human Resources Manager,"$85,331.00",2.50%
Los Angeles,Technician,"$52,985.00",2.70%
Los Angeles,Restaurant Cook,"$32,919.00",2.00%
Los Angeles,Production Manager,"$79,272.00",2.90%
Los Angeles,Manufacturing Engineer,"$80,405.00",1.30%
Los Angeles,Retail Key Holder,"$34,141.00",5.70%
Los Angeles,Paralegal,"$61,408.00",2.30%
Los Angeles,Java Developer,"$89,387.00",5.80%
Los Angeles,Warehouse Associate,"$49,609.00",7.70%
Los Angeles,Property Manager,"$62,465.00",5.10%
Los Angeles,Producer,"$77,336.00",-1.50%
Los Angeles,Quality Engineer,"$83,120.00",2.10%
Los Angeles,Operations Analyst,"$62,464.00",4.00%
Los Angeles,Medical Assistant,"$38,975.00",5.30%
Los Angeles,Tax Manager,"$115,145.00",5.90%
Los Angeles,Technical Editor,"$63,553.00",2.40%
Los Angeles,Truck Driver,"$56,877.00",8.10%
Los Angeles,Insurance Agent,"$47,433.00",2.30%
Los Angeles,Medical Technologist,"$63,167.00",3.10%
Los Angeles,Field Engineer,"$76,670.00",2.90%
Los Angeles,Machine Operator,"$37,272.00",2.40%
Los Angeles,Communications Manager,"$80,170.00",0.10%
Los Angeles,Construction Laborer,"$41,005.00",3.70%
Los Angeles,Emergency Medical Technician,"$34,952.00",3.30%
Los Angeles,Web Designer,"$62,269.00",0.00%
Los Angeles,Maintenance Worker,"$45,638.00",2.20%
Los Angeles,Barista,"$26,855.00",4.30%
Los Angeles,Bartender,"$35,069.00",5.40%
Los Angeles,Civil Engineer,"$80,853.00",1.70%
Los Angeles,Claims Adjuster,"$59,575.00",4.40%
Los Angeles,Certified Nursing Assistant,"$35,142.00",4.40%
Los Angeles,Customer Service Representative,"$43,806.00",3.10%
Los Angeles,Delivery Driver,"$41,818.00",2.80%
Los Angeles,Financial Advisor,"$59,745.00",5.40%
Los Angeles,Licensed Practical Nurse,"$50,718.00",3.20%
Los Angeles,Loan Officer,"$46,674.00",-2.60%
Los Angeles,Maintenance Technician,"$47,102.00",4.30%
Los Angeles,Material Handler,"$38,043.00",5.90%
Los Angeles,Network Engineer,"$80,028.00",-3.00%
Los Angeles,Office Manager,"$57,240.00",2.40%
Los Angeles,Pharmacist,"$137,739.00",3.80%
Los Angeles,Process Engineer,"$84,384.00",1.10%
Los Angeles,Program Manager,"$91,976.00",1.60%
Los Angeles,Research Assistant,"$33,981.00",0.70%
Los Angeles,Restaurant Manager,"$60,088.00",2.40%
Los Angeles,Security Officer,"$38,979.00",5.50%
Los Angeles,Server,"$33,800.00",3.30%
Los Angeles,Solutions Architect,"$118,442.00",4.90%
Los Angeles,Systems Engineer,"$91,674.00",2.70%
Los Angeles,Technical Support,"$55,366.00",3.80%
Los Angeles,UX Designer,"$89,377.00",0.70%
Philadelphia,Software Engineer,"$86,061.00",2.90%
Philadelphia,Programmer Analyst,"$73,695.00",1.60%
Philadelphia,Consultant,"$81,227.00",2.90%
Philadelphia,Project Manager,"$77,399.00",0.50%
Philadelphia,Store Manager,"$54,641.00",2.80%
Philadelphia,Business Analyst,"$69,854.00",1.80%
Philadelphia,Cashier,"$27,685.00",6.00%
Philadelphia,Financial Analyst,"$65,116.00",3.20%
Philadelphia,Administrative Assistant,"$42,836.00",2.90%
Philadelphia,Accountant,"$59,051.00",3.50%
Philadelphia,Sales Representative,"$52,314.00",2.10%
Philadelphia,Professor,"$100,084.00",0.90%
Philadelphia,Registered Nurse,"$74,323.00",2.30%
Philadelphia,Marketing Manager,"$78,782.00",2.50%
Philadelphia,Operations Manager,"$72,766.00",1.40%
Philadelphia,Product Manager,"$97,395.00",3.30%
Philadelphia,Sales Manager,"$68,950.00",3.50%
Philadelphia,Teacher,"$51,821.00",3.90%
Philadelphia,Bank Teller,"$32,428.00",9.20%
Philadelphia,Customer Service Manager,"$58,574.00",4.20%
Philadelphia,Physical Therapist,"$77,134.00",-1.30%
Philadelphia,Mechanical Engineer,"$77,952.00",4.10%
Philadelphia,Recruiter,"$53,999.00",3.00%
Philadelphia,Design Engineer,"$77,645.00",6.60%
Philadelphia,Pharmacy Technician,"$29,496.00",3.40%
Philadelphia,Graphic Designer,"$50,075.00",3.90%
Philadelphia,Web Developer,"$73,362.00",5.30%
Philadelphia,Business Development Manager,"$72,392.00",5.40%
Philadelphia,Data Scientist,"$99,129.00",0.80%
Philadelphia,Buyer,"$60,324.00",3.40%
Philadelphia,Data Analyst,"$64,201.00",3.00%
Philadelphia,Electrical Engineer,"$82,122.00",2.70%
Philadelphia,Attorney,"$109,056.00",2.70%
Philadelphia,Human Resources Manager,"$76,965.00",2.80%
Philadelphia,Technician,"$49,929.00",3.00%
Philadelphia,Restaurant Cook,"$30,575.00",2.30%
Philadelphia,Production Manager,"$67,931.00",3.20%
Philadelphia,Manufacturing Engineer,"$74,696.00",1.60%
Philadelphia,Retail Key Holder,"$31,000.00",6.00%
Philadelphia,Paralegal,"$51,402.00",2.60%
Philadelphia,Java Developer,"$81,530.00",6.10%
Philadelphia,Warehouse Associate,"$45,209.00",8.00%
Philadelphia,Property Manager,"$59,889.00",5.40%
Philadelphia,Producer,"$57,768.00",-1.20%
Philadelphia,Quality Engineer,"$77,753.00",2.40%
Philadelphia,Operations Analyst,"$60,643.00",4.20%
Philadelphia,Medical Assistant,"$37,684.00",5.60%
Philadelphia,Tax Manager,"$105,589.00",6.20%
Philadelphia,Technical Editor,"$58,323.00",2.70%
Philadelphia,Truck Driver,"$59,018.00",8.40%
Philadelphia,Insurance Agent,"$44,312.00",2.60%
Philadelphia,Medical Technologist,"$59,797.00",3.30%
Philadelphia,Field Engineer,"$69,206.00",3.20%
Philadelphia,Machine Operator,"$42,966.00",2.70%
Philadelphia,Communications Manager,"$72,859.00",0.40%
Philadelphia,Construction Laborer,"$42,920.00",3.90%
Philadelphia,Emergency Medical Technician,"$37,761.00",3.60%
Philadelphia,Web Designer,"$56,985.00",0.30%
Philadelphia,Maintenance Worker,"$42,054.00",2.50%
Philadelphia,Barista,"$23,235.00",4.60%
Philadelphia,Bartender,"$35,684.00",5.70%
Philadelphia,Civil Engineer,"$74,955.00",2.00%
Philadelphia,Claims Adjuster,"$54,305.00",4.70%
Philadelphia,Certified Nursing Assistant,"$32,228.00",4.70%
Philadelphia,Customer Service Representative,"$41,180.00",3.40%
Philadelphia,Delivery Driver,"$39,644.00",3.10%
Philadelphia,Financial Advisor,"$62,248.00",5.70%
Philadelphia,Licensed Practical Nurse,"$53,552.00",3.50%
Philadelphia,Loan Officer,"$43,078.00",-2.30%
Philadelphia,Maintenance Technician,"$46,023.00",4.50%
Philadelphia,Material Handler,"$36,826.00",6.20%
Philadelphia,Network Engineer,"$71,838.00",-2.70%
Philadelphia,Office Manager,"$52,862.00",2.70%
Philadelphia,Pharmacist,"$122,265.00",4.10%
Philadelphia,Process Engineer,"$81,363.00",1.40%
Philadelphia,Program Manager,"$80,939.00",1.90%
Philadelphia,Research Assistant,"$31,872.00",1.00%
Philadelphia,Restaurant Manager,"$53,544.00",2.70%
Philadelphia,Security Officer,"$35,934.00",5.80%
Philadelphia,Server,"$36,662.00",3.60%
Philadelphia,Solutions Architect,"$113,315.00",5.20%
Philadelphia,Systems Engineer,"$80,235.00",3.00%
Philadelphia,Technical Support,"$50,832.00",4.10%
Philadelphia,UX Designer,"$76,666.00",0.90%
Houston,Software Engineer,"$85,420.00",2.30%
Houston,Programmer Analyst,"$71,762.00",1.00%
Houston,Consultant,"$81,732.00",2.20%
Houston,Project Manager,"$82,976.00",-0.10%
Houston,Store Manager,"$52,230.00",2.20%
Houston,Business Analyst,"$72,276.00",1.20%
Houston,Cashier,"$27,232.00",5.30%
Houston,Financial Analyst,"$69,680.00",2.60%
Houston,Administrative Assistant,"$42,652.00",2.30%
Houston,Accountant,"$60,052.00",2.90%
Houston,Sales Representative,"$50,748.00",1.50%
Houston,Professor,"$100,301.00",0.30%
Houston,Registered Nurse,"$72,697.00",1.70%
Houston,Marketing Manager,"$75,293.00",1.90%
Houston,Operations Manager,"$72,154.00",0.80%
Houston,Product Manager,"$99,767.00",2.70%
Houston,Sales Manager,"$68,829.00",2.80%
Houston,Teacher,"$52,121.00",3.30%
Houston,Bank Teller,"$30,959.00",8.60%
Houston,Customer Service Manager,"$56,086.00",3.60%
Houston,Physical Therapist,"$73,766.00",-1.90%
Houston,Mechanical Engineer,"$82,118.00",3.50%
Houston,Recruiter,"$54,597.00",2.40%
Houston,Design Engineer,"$84,429.00",6.00%
Houston,Pharmacy Technician,"$32,856.00",2.70%
Houston,Graphic Designer,"$48,617.00",3.30%
Houston,Web Developer,"$74,048.00",4.70%
Houston,Business Development Manager,"$78,692.00",4.70%
Houston,Data Scientist,"$104,052.00",0.20%
Houston,Buyer,"$60,891.00",2.70%
Houston,Data Analyst,"$64,763.00",2.40%
Houston,Electrical Engineer,"$84,365.00",2.00%
Houston,Attorney,"$123,411.00",2.10%
Houston,Human Resources Manager,"$80,625.00",2.20%
Houston,Technician,"$49,473.00",2.40%
Houston,Restaurant Cook,"$27,073.00",1.70%
Houston,Production Manager,"$69,895.00",2.60%
